t # 0
v 0 4
v 1 7
v 2 8
v 3 5
v 4 3
v 5 2
v 6 1
v 7 5
v 8 5
v 9 5
v 10 6
v 11 5
v 12 1
v 13 7
v 14 8
v 15 1
v 16 0
v 17 1
v 18 2
v 19 0
v 20 6
v 21 2
v 22 4
v 23 6
v 24 7
v 25 7
v 26 6
v 27 8
v 28 1
e 5 4 1
e 5 6 0
e 6 7 0
e 6 19 9
e 6 5 0
e 7 6 0
e 7 8 5
e 8 7 5
e 8 9 3
e 9 8 3
e 9 10 7
e 10 3 1
e 10 11 8
e 10 9 7
e 11 12 3
e 11 27 4
e 11 28 1
e 11 10 8
e 12 13 0
e 12 11 3
e 13 14 9
e 13 12 0
e 14 13 9
e 14 15 3
e 15 14 3
e 15 16 4
e 16 17 1
e 16 15 4
e 16 27 4
e 16 23 5
e 17 21 9
e 17 16 1
e 17 18 1
e 18 21 9
e 18 17 1
e 18 19 8
e 19 20 1
e 19 6 9
e 19 18 8
e 20 21 1
e 20 25 3
e 20 19 1
e 21 20 1
e 21 22 6
e 21 17 9
e 21 18 9
e 22 21 6
e 22 23 6
e 23 22 6
e 23 16 5
e 23 24 6
e 24 25 4
e 24 23 6
e 25 20 3
e 25 24 4
e 25 26 4
e 26 25 4
e 26 27 7
e 27 16 4
e 27 28 4
e 27 26 7
e 27 11 4
e 28 27 4
e 28 11 1
t # 140
v 0 9
v 1 5
v 2 6
v 3 5
v 4 4
v 5 4
v 6 6
v 7 4
v 8 4
v 9 3
v 10 4
v 11 1
v 12 5
v 13 9
v 14 9
v 15 2
v 16 6
v 17 7
v 18 9
v 19 0
v 20 8
v 21 0
v 22 0
v 23 7
v 24 6
v 25 2
v 26 1
v 27 9
v 28 2
e 0 19 7
e 0 20 0
e 0 1 5
e 1 0 5
e 1 2 1
e 2 3 3
e 2 1 1
e 3 4 7
e 3 2 3
e 4 3 7
e 4 5 7
e 5 4 7
e 5 6 8
e 6 7 1
e 6 5 8
e 7 20 7
e 7 8 6
e 7 6 1
e 8 7 6
e 8 24 0
e 8 27 9
e 8 9 4
e 9 23 6
e 9 8 4
e 9 10 6
e 9 15 9
e 10 11 9
e 10 9 6
e 11 19 6
e 11 12 3
e 11 10 9
e 12 11 3
e 12 13 0
e 13 20 7
e 13 12 0
e 13 14 4
e 14 13 4
e 14 28 2
e 14 15 5
e 15 16 3
e 15 26 9
e 15 9 9
e 15 14 5
e 16 20 2
e 16 25 5
e 16 17 4
e 16 15 3
e 17 18 2
e 17 16 4
e 18 19 5
e 18 17 2
e 19 20 2
e 19 11 6
e 19 18 5
e 19 0 7
e 20 7 7
e 20 19 2
e 20 0 0
e 20 16 2
e 20 13 7
e 20 21 7
e 21 20 7
e 21 22 8
e 22 23 7
e 22 21 8
e 23 24 7
e 23 22 7
e 23 9 6
e 24 25 1
e 24 23 7
e 24 8 0
e 25 24 1
e 25 16 5
e 25 26 4
e 26 25 4
e 26 27 5
e 26 15 9
e 27 26 5
e 27 8 9
e 27 28 0
e 28 27 0
e 28 14 2
t # 141
v 0 8
v 1 2
v 2 3
v 3 8
v 4 4
v 5 2
v 6 1
v 7 8
v 8 8
v 9 6
v 10 4
v 11 0
v 12 8
v 13 8
v 14 2
v 15 7
v 16 7
v 17 9
v 18 8
v 19 0
v 20 0
v 21 6
v 22 9
v 23 8
v 24 8
v 25 9
v 26 3
v 27 9
v 28 7
e 0 1 2
e 1 2 9
e 1 0 2
e 2 1 9
e 2 16 4
e 2 3 8
e 3 2 8
e 3 4 3
e 4 12 6
e 4 3 3
e 4 5 2
e 5 6 0
e 5 13 7
e 5 4 2
e 5 14 5
e 6 7 7
e 6 5 0
e 7 8 9
e 7 6 7
e 7 13 6
e 8 7 9
e 8 9 9
e 9 8 9
e 9 10 4
e 10 18 3
e 10 9 4
e 10 11 7
e 10 28 0
e 11 10 7
e 11 12 1
e 12 11 1
e 12 25 5
e 12 13 1
e 12 4 6
e 13 7 6
e 13 12 1
e 13 5 7
e 13 14 8
e 13 20 5
e 14 13 8
e 14 5 5
e 14 15 7
e 15 16 5
e 15 14 7
e 16 2 4
e 16 17 2
e 16 15 5
e 17 18 4
e 17 16 2
e 18 10 3
e 18 17 4
e 18 19 5
e 19 18 5
e 19 20 0
e 20 21 5
e 20 19 0
e 20 13 5
e 21 22 9
e 21 20 5
e 22 21 9
e 22 23 4
e 23 24 4
e 23 22 4
e 24 25 1
e 24 23 4
e 25 24 1
e 25 26 3
e 25 12 5
e 26 27 7
e 26 25 3
e 27 26 7
e 27 28 9
e 28 10 0
e 28 27 9
t # 142
v 0 3
v 1 9
v 2 4
v 3 7
v 4 7
v 5 8
v 6 6
v 7 6
v 8 4
v 9 2
v 10 7
v 11 1
v 12 1
v 13 1
v 14 3
v 15 1
v 16 2
v 17 3
v 18 0
v 19 6
v 20 6
v 21 5
v 22 7
v 23 3
v 24 5
v 25 2
v 26 1
v 27 7
v 28 8
e 0 19 7
e 0 1 7
e 0 21 2
e 0 4 2
e 0 20 6
e 1 17 5
e 1 0 7
e 1 2 3
e 2 1 3
e 2 3 3
e 3 4 6
e 3 2 3
e 4 5 0
e 4 3 6
e 4 0 2
e 5 4 0
e 5 26 1
e 5 6 7
e 6 5 7
e 6 7 6
e 6 10 0
e 7 11 1
e 7 8 4
e 7 13 8
e 7 6 6
e 8 7 4
e 8 9 2
e 9 8 2
e 9 10 8
e 10 11 1
e 10 9 8
e 10 6 0
e 11 7 1
e 11 24 6
e 11 12 8
e 11 10 1
e 12 11 8
e 12 13 7
e 13 7 8
e 13 14 1
e 13 12 7
e 14 15 7
e 14 25 3
e 14 13 1
e 15 14 7
e 15 16 7
e 15 27 0
e 16 17 5
e 16 15 7
e 17 1 5
e 17 18 0
e 17 16 5
e 18 17 0
e 18 19 3
e 18 22 4
e 19 20 0
e 19 18 3
e 19 0 7
e 20 19 0
e 20 21 4
e 20 0 6
e 21 20 4
e 21 0 2
e 21 22 4
e 22 21 4
e 22 24 9
e 22 18 4
e 22 23 0
e 23 24 7
e 23 22 0
e 23 27 5
e 24 25 4
e 24 11 6
e 24 22 9
e 24 23 7
e 25 24 4
e 25 14 3
e 25 26 4
e 26 5 1
e 26 25 4
e 26 27 3
e 27 15 0
e 27 28 0
e 27 23 5
e 27 26 3
e 28 27 0
t # 143
v 0 3
v 1 2
v 2 1
v 3 5
v 4 3
v 5 1
v 6 4
v 7 1
v 8 5
v 9 6
v 10 1
v 11 4
v 12 6
v 13 7
v 14 3
v 15 8
v 16 4
v 17 3
v 18 6
v 19 3
v 20 1
v 21 1
v 22 2
v 23 9
v 24 9
v 25 0
v 26 8
v 27 1
v 28 1
e 0 1 6
e 1 6 4
e 1 2 9
e 1 0 6
e 2 3 4
e 2 1 9
e 3 4 0
e 3 23 3
e 3 2 4
e 4 5 5
e 4 3 0
e 5 6 9
e 5 4 5
e 6 20 5
e 6 7 1
e 6 14 2
e 6 5 9
e 6 1 4
e 7 6 1
e 7 8 6
e 8 7 6
e 8 9 6
e 9 8 6
e 9 10 5
e 10 11 0
e 10 9 5
e 11 12 5
e 11 10 0
e 12 11 5
e 12 13 4
e 13 14 6
e 13 12 4
e 14 6 2
e 14 15 6
e 14 13 6
e 15 16 0
e 15 14 6
e 15 28 3
e 16 17 5
e 16 15 0
e 17 16 5
e 17 18 6
e 18 19 4
e 18 17 6
e 19 20 5
e 19 18 4
e 20 6 5
e 20 19 5
e 20 21 2
e 21 22 5
e 21 20 2
e 22 23 5
e 22 21 5
e 23 22 5
e 23 24 3
e 23 3 3
e 24 23 3
e 24 25 3
e 25 24 3
e 25 26 3
e 26 25 3
e 26 27 1
e 27 28 5
e 27 26 1
e 28 15 3
e 28 27 5
t # 144
v 0 2
v 1 2
v 2 1
v 3 4
v 4 6
v 5 9
v 6 3
v 7 1
v 8 7
v 9 0
v 10 8
v 11 1
v 12 0
v 13 6
v 14 6
v 15 7
v 16 2
v 17 7
v 18 5
v 19 4
v 20 6
v 21 4
v 22 4
v 23 2
v 24 3
v 25 1
v 26 5
v 27 4
v 28 5
e 0 1 8
e 1 12 4
e 1 2 2
e 1 0 8
e 2 1 2
e 2 3 3
e 2 11 1
e 3 2 3
e 3 4 1
e 4 5 7
e 4 27 4
e 4 3 1
e 5 19 6
e 5 6 9
e 5 4 7
e 6 5 9
e 6 7 3
e 6 26 3
e 7 6 3
e 7 8 0
e 8 9 1
e 8 7 0
e 9 10 8
e 9 8 1
e 9 20 2
e 10 9 8
e 10 11 8
e 11 12 7
e 11 2 1
e 11 10 8
e 11 26 2
e 12 1 4
e 12 13 0
e 12 11 7
e 12 24 6
e 13 12 0
e 13 14 1
e 14 13 1
e 14 15 0
e 15 16 3
e 15 14 0
e 16 15 3
e 16 17 1
e 17 16 1
e 17 18 7
e 18 19 9
e 18 17 7
e 19 5 6
e 19 18 9
e 19 20 5
e 20 21 8
e 20 19 5
e 20 9 2
e 21 22 3
e 21 20 8
e 22 21 3
e 22 23 6
e 23 22 6
e 23 24 2
e 24 23 2
e 24 12 6
e 24 25 4
e 25 26 4
e 25 24 4
e 26 27 1
e 26 6 3
e 26 11 2
e 26 25 4
e 27 28 3
e 27 4 4
e 27 26 1
e 28 27 3
t # 145
v 0 8
v 1 2
v 2 9
v 3 6
v 4 6
v 5 4
v 6 9
v 7 3
v 8 6
v 9 7
v 10 7
v 11 8
v 12 6
v 13 7
v 14 9
v 15 5
v 16 8
v 17 2
v 18 1
v 19 1
v 20 7
v 21 9
v 22 8
v 23 3
v 24 0
v 25 5
v 26 9
v 27 9
v 28 3
e 0 10 6
e 0 1 5
e 1 2 2
e 1 0 5
e 2 13 6
e 2 1 2
e 2 3 0
e 2 18 4
e 2 17 9
e 3 2 0
e 3 4 2
e 3 24 2
e 3 9 6
e 4 5 1
e 4 11 1
e 4 3 2
e 5 4 1
e 5 6 4
e 6 5 4
e 6 7 0
e 7 6 0
e 7 8 4
e 8 9 7
e 8 7 4
e 9 10 3
e 9 3 6
e 9 8 7
e 10 23 5
e 10 0 6
e 10 11 0
e 10 9 3
e 11 10 0
e 11 4 1
e 11 12 3
e 12 13 1
e 12 11 3
e 13 2 6
e 13 14 0
e 13 26 8
e 13 12 1
e 14 13 0
e 14 15 6
e 14 18 2
e 15 14 6
e 15 16 5
e 16 15 5
e 16 17 6
e 17 2 9
e 17 18 9
e 17 16 6
e 18 2 4
e 18 14 2
e 18 17 9
e 18 19 2
e 19 20 4
e 19 18 2
e 20 21 5
e 20 19 4
e 20 28 7
e 21 20 5
e 21 22 3
e 22 23 8
e 22 21 3
e 23 10 5
e 23 22 8
e 23 24 0
e 24 23 0
e 24 25 4
e 24 3 2
e 25 26 6
e 25 24 4
e 26 13 8
e 26 25 6
e 26 27 4
e 27 26 4
e 27 28 0
e 28 27 0
e 28 20 7
t # 146
v 0 6
v 1 5
v 2 5
v 3 9
v 4 4
v 5 4
v 6 8
v 7 8
v 8 2
v 9 2
v 10 2
v 11 2
v 12 5
v 13 7
v 14 4
v 15 0
v 16 0
v 17 5
v 18 7
v 19 6
v 20 6
v 21 1
v 22 0
v 23 2
v 24 6
v 25 8
v 26 7
v 27 9
v 28 7
e 0 1 0
e 1 10 7
e 1 2 4
e 1 0 0
e 1 25 9
e 2 3 6
e 2 1 4
e 3 2 6
e 3 4 0
e 4 5 4
e 4 3 0
e 5 4 4
e 5 6 5
e 6 5 5
e 6 7 9
e 7 8 5
e 7 6 9
e 7 23 3
e 8 9 2
e 8 7 5
e 9 8 2
e 9 10 1
e 10 9 1
e 10 11 4
e 10 1 7
e 11 10 4
e 11 12 0
e 12 13 6
e 12 11 0
e 13 12 6
e 13 14 5
e 14 13 5
e 14 15 8
e 15 19 7
e 15 16 2
e 15 14 8
e 16 17 3
e 16 15 2
e 17 18 4
e 17 16 3
e 18 21 6
e 18 17 4
e 18 19 2
e 19 15 7
e 19 18 2
e 19 20 5
e 20 21 2
e 20 19 5
e 21 22 1
e 21 18 6
e 21 20 2
e 21 23 9
e 22 21 1
e 22 23 2
e 23 21 9
e 23 24 3
e 23 26 2
e 23 22 2
e 23 7 3
e 24 25 7
e 24 23 3
e 25 24 7
e 25 26 0
e 25 1 9
e 26 28 0
e 26 25 0
e 26 23 2
e 26 27 5
e 27 28 4
e 27 26 5
e 28 26 0
e 28 27 4
t # 147
v 0 3
v 1 2
v 2 0
v 3 8
v 4 1
v 5 3
v 6 0
v 7 0
v 8 6
v 9 7
v 10 2
v 11 9
v 12 3
v 13 5
v 14 3
v 15 5
v 16 5
v 17 5
v 18 8
v 19 0
v 20 1
v 21 7
v 22 1
v 23 7
v 24 2
v 25 1
v 26 9
v 27 0
v 28 0
e 0 1 4
e 0 16 7
e 1 6 0
e 1 19 8
e 1 0 4
e 1 2 8
e 2 3 6
e 2 26 4
e 2 1 8
e 3 21 0
e 3 4 0
e 3 2 6
e 4 28 0
e 4 3 0
e 4 5 8
e 5 7 0
e 5 6 7
e 5 19 2
e 5 4 8
e 6 7 1
e 6 5 7
e 6 1 0
e 7 5 0
e 7 6 1
e 7 8 3
e 8 20 8
e 8 7 3
e 8 9 2
e 9 8 2
e 9 10 5
e 9 17 4
e 10 24 5
e 10 9 5
e 10 11 6
e 11 12 4
e 11 10 6
e 12 21 9
e 12 13 3
e 12 11 4
e 13 12 3
e 13 14 3
e 14 13 3
e 14 15 4
e 15 14 4
e 15 16 0
e 16 0 7
e 16 15 0
e 16 17 2
e 17 18 6
e 17 9 4
e 17 16 2
e 18 21 6
e 18 19 0
e 18 17 6
e 19 20 4
e 19 5 2
e 19 1 8
e 19 18 0
e 20 21 5
e 20 8 8
e 20 19 4
e 21 22 4
e 21 20 5
e 21 24 8
e 21 3 0
e 21 12 9
e 21 18 6
e 21 25 2
e 22 21 4
e 22 23 1
e 23 22 1
e 23 24 4
e 24 21 8
e 24 23 4
e 24 25 6
e 24 10 5
e 25 24 6
e 25 26 9
e 25 21 2
e 26 27 3
e 26 25 9
e 26 2 4
e 27 28 8
e 27 26 3
e 28 4 0
e 28 27 8
t # 148
v 0 3
v 1 2
v 2 9
v 3 6
v 4 8
v 5 5
v 6 4
v 7 9
v 8 8
v 9 2
v 10 8
v 11 3
v 12 9
v 13 3
v 14 3
v 15 1
v 16 0
v 17 9
v 18 9
v 19 2
v 20 4
v 21 8
v 22 7
v 23 6
v 24 6
v 25 2
v 26 4
v 27 0
v 28 6
e 0 1 5
e 1 0 5
e 1 2 6
e 2 3 4
e 2 1 6
e 2 15 1
e 3 4 3
e 3 26 8
e 3 2 4
e 4 3 3
e 4 5 4
e 5 6 2
e 5 4 4
e 5 9 2
e 5 20 5
e 5 27 2
e 6 5 2
e 6 7 3
e 7 6 3
e 7 8 1
e 8 9 5
e 8 7 1
e 9 5 2
e 9 8 5
e 9 10 1
e 10 9 1
e 10 11 3
e 11 12 0
e 11 10 3
e 12 11 0
e 12 13 1
e 13 12 1
e 13 14 7
e 14 21 8
e 14 13 7
e 14 15 5
e 15 16 4
e 15 14 5
e 15 2 1
e 16 17 1
e 16 21 4
e 16 15 4
e 17 16 1
e 17 18 9
e 18 19 0
e 18 17 9
e 18 20 9
e 19 18 0
e 19 20 5
e 20 19 5
e 20 5 5
e 20 18 9
e 20 21 9
e 21 22 3
e 21 16 4
e 21 14 8
e 21 20 9
e 22 23 0
e 22 21 3
e 23 22 0
e 23 24 0
e 24 23 0
e 24 25 8
e 25 24 8
e 25 26 0
e 26 3 8
e 26 25 0
e 26 27 8
e 27 5 2
e 27 26 8
e 27 28 5
e 28 27 5
t # 149
v 0 8
v 1 6
v 2 4
v 3 9
v 4 8
v 5 8
v 6 2
v 7 6
v 8 5
v 9 4
v 10 3
v 11 1
v 12 3
v 13 2
v 14 1
v 15 8
v 16 5
v 17 2
v 18 6
v 19 5
v 20 0
v 21 8
v 22 5
v 23 8
v 24 8
v 25 4
v 26 7
v 27 0
v 28 2
e 0 1 0
e 1 23 3
e 1 2 3
e 1 0 0
e 1 9 0
e 2 3 7
e 2 1 3
e 3 19 4
e 3 2 7
e 3 4 9
e 4 3 9
e 4 5 1
e 5 4 1
e 5 6 8
e 6 13 1
e 6 7 9
e 6 5 8
e 7 8 9
e 7 6 9
e 8 7 9
e 8 9 5
e 9 8 5
e 9 10 1
e 9 1 0
e 10 18 6
e 10 11 4
e 10 9 1
e 11 10 4
e 11 12 4
e 12 13 2
e 12 11 4
e 13 14 6
e 13 6 1
e 13 12 2
e 14 13 6
e 14 15 1
e 15 14 1
e 15 16 1
e 16 15 1
e 16 17 8
e 17 18 6
e 17 16 8
e 18 19 8
e 18 10 6
e 18 17 6
e 19 18 8
e 19 3 4
e 19 20 4
e 20 19 4
e 20 21 2
e 21 22 3
e 21 20 2
e 22 23 9
e 22 21 3
e 23 24 1
e 23 22 9
e 23 1 3
e 24 23 1
e 24 25 1
e 25 24 1
e 25 26 5
e 26 25 5
e 26 27 6
e 27 26 6
e 27 28 2
e 28 27 2
t # 150
v 0 5
v 1 3
v 2 0
v 3 8
v 4 3
v 5 2
v 6 3
v 7 2
v 8 6
v 9 3
v 10 0
v 11 2
v 12 3
v 13 7
v 14 9
v 15 6
v 16 0
v 17 7
v 18 8
v 19 8
v 20 0
v 21 0
v 22 3
v 23 0
v 24 7
v 25 3
v 26 1
v 27 3
v 28 4
e 0 1 2
e 1 2 0
e 1 0 2
e 2 3 7
e 2 1 0
e 3 2 7
e 3 4 8
e 3 9 6
e 3 21 3
e 3 6 5
e 4 5 3
e 4 3 8
e 5 4 3
e 5 12 3
e 5 6 3
e 6 5 3
e 6 3 5
e 6 7 4
e 7 8 3
e 7 6 4
e 8 9 3
e 8 7 3
e 9 10 0
e 9 8 3
e 9 3 6
e 9 13 6
e 10 9 0
e 10 11 6
e 11 10 6
e 11 12 3
e 12 5 3
e 12 13 6
e 12 11 3
e 13 9 6
e 13 12 6
e 13 14 3
e 14 15 7
e 14 13 3
e 15 16 6
e 15 14 7
e 16 26 8
e 16 15 6
e 16 17 5
e 17 16 5
e 17 18 7
e 18 19 1
e 18 22 9
e 18 17 7
e 19 25 2
e 19 20 3
e 19 24 4
e 19 18 1
e 20 19 3
e 20 21 0
e 21 20 0
e 21 3 3
e 21 22 2
e 22 18 9
e 22 21 2
e 22 23 3
e 23 24 5
e 23 22 3
e 24 19 4
e 24 25 9
e 24 23 5
e 25 19 2
e 25 26 6
e 25 24 9
e 26 25 6
e 26 16 8
e 26 27 7
e 27 26 7
e 27 28 9
e 28 27 9
t # 151
v 0 6
v 1 2
v 2 5
v 3 9
v 4 7
v 5 8
v 6 7
v 7 2
v 8 9
v 9 5
v 10 3
v 11 8
v 12 2
v 13 2
v 14 6
v 15 2
v 16 7
v 17 8
v 18 5
v 19 6
v 20 6
v 21 0
v 22 1
v 23 3
v 24 7
v 25 1
v 26 8
v 27 2
v 28 2
e 0 1 6
e 1 0 6
e 1 5 0
e 1 2 2
e 2 3 5
e 2 1 2
e 3 2 5
e 3 4 4
e 4 3 4
e 4 5 2
e 5 6 1
e 5 1 0
e 5 4 2
e 6 5 1
e 6 7 4
e 7 8 3
e 7 6 4
e 8 9 8
e 8 7 3
e 9 10 3
e 9 8 8
e 10 11 4
e 10 26 7
e 10 9 3
e 11 10 4
e 11 12 7
e 11 19 4
e 12 13 1
e 12 11 7
e 12 22 5
e 13 12 1
e 13 14 3
e 13 23 2
e 14 13 3
e 14 15 4
e 14 22 3
e 15 14 4
e 15 16 4
e 16 17 5
e 16 15 4
e 16 28 4
e 17 18 8
e 17 16 5
e 18 17 8
e 18 19 3
e 19 11 4
e 19 18 3
e 19 20 5
e 20 19 5
e 20 22 6
e 20 21 2
e 21 20 2
e 21 22 2
e 22 12 5
e 22 14 3
e 22 20 6
e 22 24 7
e 22 23 9
e 22 21 2
e 23 13 2
e 23 24 2
e 23 22 9
e 24 25 3
e 24 22 7
e 24 23 2
e 25 26 0
e 25 24 3
e 26 10 7
e 26 25 0
e 26 27 0
e 27 26 0
e 27 28 9
e 28 16 4
e 28 27 9
t # 152
v 0 7
v 1 0
v 2 8
v 3 6
v 4 3
v 5 1
v 6 9
v 7 0
v 8 3
v 9 8
v 10 8
v 11 1
v 12 4
v 13 4
v 14 8
v 15 5
v 16 3
v 17 2
v 18 2
v 19 3
v 20 3
v 21 5
v 22 4
v 23 2
v 24 7
v 25 6
v 26 3
v 27 8
v 28 8
e 0 1 1
e 1 0 1
e 1 2 3
e 2 3 0
e 2 1 3
e 3 2 0
e 3 4 3
e 4 5 3
e 4 3 3
e 5 11 5
e 5 6 1
e 5 4 3
e 6 5 1
e 6 7 3
e 7 11 3
e 7 6 3
e 7 8 3
e 8 13 7
e 8 9 2
e 8 7 3
e 9 10 7
e 9 8 2
e 10 11 8
e 10 9 7
e 11 5 5
e 11 12 8
e 11 10 8
e 11 7 3
e 12 11 8
e 12 13 6
e 12 16 1
e 13 14 1
e 13 12 6
e 13 8 7
e 14 15 1
e 14 13 1
e 14 25 2
e 15 14 1
e 15 24 4
e 15 16 6
e 16 15 6
e 16 22 3
e 16 12 1
e 16 17 2
e 17 18 2
e 17 16 2
e 18 19 6
e 18 17 2
e 19 18 6
e 19 28 5
e 19 21 4
e 19 20 7
e 20 19 7
e 20 21 3
e 21 19 4
e 21 22 2
e 21 20 3
e 22 26 6
e 22 21 2
e 22 23 4
e 22 16 3
e 23 24 9
e 23 22 4
e 24 15 4
e 24 23 9
e 24 25 6
e 25 14 2
e 25 24 6
e 25 26 3
e 26 27 2
e 26 22 6
e 26 25 3
e 27 28 7
e 27 26 2
e 28 19 5
e 28 27 7
t # 153
v 0 2
v 1 3
v 2 4
v 3 8
v 4 6
v 5 0
v 6 7
v 7 3
v 8 2
v 9 9
v 10 0
v 11 2
v 12 6
v 13 6
v 14 1
v 15 5
v 16 7
v 17 5
v 18 9
v 19 0
v 20 4
v 21 8
v 22 7
v 23 0
v 24 7
v 25 1
v 26 8
v 27 0
v 28 0
e 0 1 2
e 0 28 2
e 1 2 8
e 1 0 2
e 2 1 8
e 2 24 2
e 2 3 6
e 3 4 9
e 3 2 6
e 4 5 2
e 4 3 9
e 5 6 2
e 5 4 2
e 6 5 2
e 6 7 4
e 7 8 2
e 7 6 4
e 7 28 7
e 8 9 6
e 8 7 2
e 9 8 6
e 9 10 4
e 10 11 3
e 10 9 4
e 11 12 3
e 11 10 3
e 12 11 3
e 12 13 0
e 13 12 0
e 13 14 7
e 14 13 7
e 14 15 3
e 15 16 1
e 15 14 3
e 16 15 1
e 16 17 5
e 17 16 5
e 17 18 6
e 18 19 0
e 18 17 6
e 19 20 7
e 19 18 0
e 20 19 7
e 20 21 9
e 21 22 9
e 21 20 9
e 22 24 9
e 22 23 2
e 22 21 9
e 23 22 2
e 23 24 0
e 24 22 9
e 24 25 9
e 24 23 0
e 24 2 2
e 25 24 9
e 25 26 0
e 26 27 7
e 26 28 9
e 26 25 0
e 27 26 7
e 27 28 3
e 28 27 3
e 28 26 9
e 28 7 7
e 28 0 2
t # 154
v 0 6
v 1 1
v 2 9
v 3 9
v 4 0
v 5 2
v 6 4
v 7 8
v 8 0
v 9 1
v 10 8
v 11 7
v 12 0
v 13 7
v 14 0
v 15 5
v 16 5
v 17 5
v 18 0
v 19 8
v 20 7
v 21 1
v 22 0
v 23 1
v 24 6
v 25 8
v 26 8
v 27 1
v 28 4
e 0 20 4
e 0 1 4
e 1 7 5
e 1 0 4
e 1 2 1
e 2 13 5
e 2 3 7
e 2 1 1
e 3 4 8
e 3 2 7
e 4 5 5
e 4 3 8
e 4 17 2
e 5 4 5
e 5 6 7
e 6 7 8
e 6 13 7
e 6 5 7
e 6 27 5
e 7 8 5
e 7 6 8
e 7 1 5
e 8 7 5
e 8 11 3
e 8 9 2
e 9 10 8
e 9 11 0
e 9 8 2
e 9 27 6
e 10 11 1
e 10 9 8
e 11 10 1
e 11 12 3
e 11 9 0
e 11 8 3
e 12 13 8
e 12 11 3
e 13 12 8
e 13 18 6
e 13 14 6
e 13 6 7
e 13 2 5
e 14 13 6
e 14 15 6
e 15 16 5
e 15 14 6
e 16 15 5
e 16 17 1
e 17 4 2
e 17 16 1
e 17 18 7
e 18 13 6
e 18 19 6
e 18 26 1
e 18 17 7
e 19 20 9
e 19 18 6
e 20 21 7
e 20 19 9
e 20 0 4
e 21 20 7
e 21 22 8
e 22 21 8
e 22 23 4
e 23 22 4
e 23 24 6
e 24 23 6
e 24 25 2
e 25 24 2
e 25 26 1
e 26 18 1
e 26 25 1
e 26 27 3
e 27 9 6
e 27 28 7
e 27 26 3
e 27 6 5
e 28 27 7
t # 155
v 0 4
v 1 2
v 2 4
v 3 3
v 4 0
v 5 7
v 6 3
v 7 7
v 8 6
v 9 5
v 10 5
v 11 9
v 12 5
v 13 8
v 14 2
v 15 2
v 16 5
v 17 1
v 18 1
v 19 0
v 20 5
v 21 4
v 22 2
v 23 0
v 24 8
v 25 1
v 26 8
v 27 0
v 28 5
e 0 9 1
e 0 1 9
e 1 0 9
e 1 2 5
e 2 1 5
e 2 3 6
e 3 4 6
e 3 2 6
e 4 5 4
e 4 3 6
e 5 6 6
e 5 20 6
e 5 4 4
e 6 5 6
e 6 7 4
e 7 6 4
e 7 8 4
e 8 9 5
e 8 7 4
e 9 0 1
e 9 8 5
e 9 10 1
e 10 9 1
e 10 11 6
e 11 12 8
e 11 10 6
e 12 13 7
e 12 11 8
e 13 12 7
e 13 22 3
e 13 14 6
e 14 15 2
e 14 13 6
e 14 22 5
e 15 16 6
e 15 14 2
e 16 15 6
e 16 17 4
e 17 18 7
e 17 16 4
e 18 17 7
e 18 19 3
e 19 24 0
e 19 18 3
e 19 20 1
e 20 21 0
e 20 5 6
e 20 19 1
e 21 20 0
e 21 22 3
e 22 23 1
e 22 13 3
e 22 21 3
e 22 14 5
e 23 24 0
e 23 22 1
e 24 23 0
e 24 25 0
e 24 19 0
e 25 24 0
e 25 26 0
e 26 25 0
e 26 27 4
e 27 28 9
e 27 26 4
e 28 27 9
t # 156
v 0 4
v 1 5
v 2 3
v 3 6
v 4 4
v 5 2
v 6 3
v 7 1
v 8 4
v 9 8
v 10 0
v 11 8
v 12 1
v 13 3
v 14 7
v 15 2
v 16 2
v 17 1
v 18 6
v 19 3
v 20 0
v 21 6
v 22 1
v 23 7
v 24 4
v 25 8
v 26 0
v 27 6
v 28 9
e 0 1 3
e 1 2 9
e 1 0 3
e 2 3 3
e 2 1 9
e 3 4 3
e 3 2 3
e 4 5 6
e 4 3 3
e 5 4 6
e 5 6 1
e 6 5 1
e 6 7 5
e 7 8 1
e 7 6 5
e 8 9 5
e 8 7 1
e 9 10 9
e 9 8 5
e 9 22 4
e 10 11 8
e 10 9 9
e 11 10 8
e 11 12 8
e 12 11 8
e 12 17 9
e 12 13 9
e 13 14 7
e 13 12 9
e 14 15 0
e 14 13 7
e 14 25 8
e 15 14 0
e 15 16 5
e 16 17 5
e 16 15 5
e 17 18 2
e 17 16 5
e 17 12 9
e 18 17 2
e 18 19 3
e 19 18 3
e 19 20 1
e 20 21 5
e 20 19 1
e 21 22 7
e 21 20 5
e 22 21 7
e 22 9 4
e 22 23 5
e 23 22 5
e 23 24 2
e 24 23 2
e 24 25 6
e 25 14 8
e 25 24 6
e 25 26 8
e 26 27 5
e 26 25 8
e 27 28 9
e 27 26 5
e 28 27 9
t # 157
v 0 5
v 1 9
v 2 8
v 3 4
v 4 7
v 5 3
v 6 2
v 7 8
v 8 5
v 9 2
v 10 5
v 11 0
v 12 0
v 13 4
v 14 4
v 15 0
v 16 2
v 17 2
v 18 8
v 19 7
v 20 3
v 21 0
v 22 0
v 23 9
v 24 3
v 25 1
v 26 4
v 27 6
v 28 5
e 0 19 5
e 0 1 7
e 1 27 4
e 1 2 5
e 1 0 7
e 2 12 4
e 2 3 0
e 2 1 5
e 2 11 5
e 3 4 3
